"YEAR","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR",
2017,1,15,7,2017-01-15,12892,1289204,32575,"LAX","Los Angeles, CA","CA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,16,1,2017-01-16,12892,1289204,32575,"LAX","Los Angeles, CA","CA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,17,2,2017-01-17,12892,1289204,32575,"LAX","Los Angeles, CA","CA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,18,3,2017-01-18,12892,1289204,32575,"LAX","Los Angeles, CA","CA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,19,4,2017-01-19,12892,1289204,32575,"LAX","Los Angeles, CA","CA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,20,5,2017-01-20,12892,1289204,32575,"LAX","Los Angeles, CA","CA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,21,6,2017-01-21,12892,1289204,32575,"LAX","Los Angeles, CA","CA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,22,7,2017-01-22,12892,1289204,32575,"LAX","Los Angeles, CA","CA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,23,1,2017-01-23,12892,1289204,32575,"LAX","Los Angeles, CA","CA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,24,2,2017-01-24,12892,1289204,32575,"LAX","Los Angeles, CA","CA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,25,3,2017-01-25,12892,1289204,32575,"LAX","Los Angeles, CA","CA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,26,4,2017-01-26,12892,1289204,32575,"LAX","Los Angeles, CA","CA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,27,5,2017-01-27,12892,1289204,32575,"LAX","Los Angeles, CA","CA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,28,6,2017-01-28,12892,1289204,32575,"LAX","Los Angeles, CA","CA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,29,7,2017-01-29,12892,1289204,32575,"LAX","Los Angeles, CA","CA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,30,1,2017-01-30,12892,1289204,32575,"LAX","Los Angeles, CA","CA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,31,2,2017-01-31,12892,1289204,32575,"LAX","Los Angeles, CA","CA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,7,6,2017-01-07,14100,1410002,34100,"PHL","Philadelphia, PA","PA",10721,1072102,30721,"BOS","Boston, MA","MA",
2017,1,7,6,2017-01-07,10721,1072102,30721,"BOS","Boston, MA","MA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,8,7,2017-01-08,10721,1072102,30721,"BOS","Boston, MA","MA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,1,7,2017-01-01,11057,1105703,31057,"CLT","Charlotte, NC","NC",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,8,7,2017-01-08,11057,1105703,31057,"CLT","Charlotte, NC","NC",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,7,6,2017-01-07,14100,1410002,34100,"PHL","Philadelphia, PA","PA",10721,1072102,30721,"BOS","Boston, MA","MA",
2017,1,14,6,2017-01-14,14100,1410002,34100,"PHL","Philadelphia, PA","PA",10721,1072102,30721,"BOS","Boston, MA","MA",
2017,1,21,6,2017-01-21,14100,1410002,34100,"PHL","Philadelphia, PA","PA",10721,1072102,30721,"BOS","Boston, MA","MA",
2017,1,28,6,2017-01-28,14100,1410002,34100,"PHL","Philadelphia, PA","PA",10721,1072102,30721,"BOS","Boston, MA","MA",
2017,1,1,7,2017-01-01,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",11057,1105703,31057,"CLT","Charlotte, NC","NC",
2017,1,8,7,2017-01-08,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",11057,1105703,31057,"CLT","Charlotte, NC","NC",
2017,1,7,6,2017-01-07,10721,1072102,30721,"BOS","Boston, MA","MA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,14,6,2017-01-14,10721,1072102,30721,"BOS","Boston, MA","MA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,21,6,2017-01-21,10721,1072102,30721,"BOS","Boston, MA","MA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,28,6,2017-01-28,10721,1072102,30721,"BOS","Boston, MA","MA",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,2,1,2017-01-02,11292,1129202,30325,"DEN","Denver, CO","CO",14107,1410702,30466,"PHX","Phoenix, AZ","AZ",
2017,1,3,2,2017-01-03,11292,1129202,30325,"DEN","Denver, CO","CO",14107,1410702,30466,"PHX","Phoenix, AZ","AZ",
2017,1,4,3,2017-01-04,11292,1129202,30325,"DEN","Denver, CO","CO",14107,1410702,30466,"PHX","Phoenix, AZ","AZ",
2017,1,9,1,2017-01-09,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,10,2,2017-01-10,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,11,3,2017-01-11,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,12,4,2017-01-12,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,13,5,2017-01-13,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,14,6,2017-01-14,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,15,7,2017-01-15,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,16,1,2017-01-16,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,17,2,2017-01-17,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,18,3,2017-01-18,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,19,4,2017-01-19,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,20,5,2017-01-20,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,21,6,2017-01-21,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,22,7,2017-01-22,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,23,1,2017-01-23,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,24,2,2017-01-24,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,25,3,2017-01-25,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,26,4,2017-01-26,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,27,5,2017-01-27,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,28,6,2017-01-28,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,29,7,2017-01-29,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,30,1,2017-01-30,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,31,2,2017-01-31,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",
2017,1,9,1,2017-01-09,13204,1320402,31454,"MCO","Orlando, FL","FL",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,10,2,2017-01-10,13204,1320402,31454,"MCO","Orlando, FL","FL",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,11,3,2017-01-11,13204,1320402,31454,"MCO","Orlando, FL","FL",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,12,4,2017-01-12,13204,1320402,31454,"MCO","Orlando, FL","FL",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,13,5,2017-01-13,13204,1320402,31454,"MCO","Orlando, FL","FL",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,14,6,2017-01-14,13204,1320402,31454,"MCO","Orlando, FL","FL",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,15,7,2017-01-15,13204,1320402,31454,"MCO","Orlando, FL","FL",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,16,1,2017-01-16,13204,1320402,31454,"MCO","Orlando, FL","FL",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,17,2,2017-01-17,13204,1320402,31454,"MCO","Orlando, FL","FL",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
2017,1,18,3,2017-01-18,13204,1320402,31454,"MCO","Orlando, FL","FL",14100,1410002,34100,"PHL","Philadelphia, PA","PA",
