WBAN	Date	Tie	StationType	SkyCondition	SkyConditionFlag	Visibility	VisibilityFlag	WeatherType	WeatherTypeFlag	DryBulbFarenheit	DryBulbFarenheitFlag	DryBulbCelsius	DryBulbCelsiusFlag	WetBulbFarenheit	WetBulbFarenheitFlag	WetBulbCelsius	WetBulbCelsiusFlag	DewPointFarenheit	DewPointFarenheitFlag	DewPointCelsius	DewPointCelsiusFlag	RelativeHuidity	RelativeHuidityFlag	WindSpeed	WindSpeedFlag	WindDirection	WindDirectionFlag	ValueForWindCharacter	ValueForWindCharacterFlag	StationPressure	StationPressureFlag	PressureTendency	PressureTendencyFlag	PressureChange	PressureChangeFlag	SeaLevelPressure	SeaLevelPressureFlag	RecordType	RecordTypeFlag	HourlyPrecip	HourlyPrecipFlag	Altieter	AltieterFlag
94728	20160127	1451	11	FEW060	 	10.00	 	 	 	44	 	6.7	 	34	 	1.2	 	17	 	-8.3	 	 34	 	 6	 	300	 	18	 	29.89	 	 	 	 	 	30.03	 	AA	 	 	 	30.06	 
94728	20160127	1551	11	CLR	 	10.00	 	 	 	44	 	6.7	 	34	 	1.1	 	16	 	-8.9	 	 32	 	11	 	310	 	17	 	29.91	 	 	 	 	 	30.06	 	AA	 	 	 	30.08	 
94728	20160127	1651	11	CLR	 	10.00	 	 	 	42	 	5.6	 	33	 	0.7	 	18	 	-7.8	 	 38	 	10	 	310	 	16	 	29.93	 	 	 	 	 	30.07	 	AA	 	 	 	30.10	 
94728	20160127	1751	11	BKN055	 	10.00	 	 	 	41	 	5.0	 	33	 	0.6	 	19	 	-7.2	 	 41	 	 5	 	310	 	 	 	29.95	 	 	 	 	 	30.10	 	AA	 	 	 	30.12	 
94728	20160127	1851	11	FEW055	 	10.00	 	 	 	41	 	5.0	 	33	 	0.4	 	18	 	-7.8	 	 40	 	 8	 	300	 	 	 	29.95	 	 	 	 	 	30.09	 	AA	 	 	 	30.12	 
94728	20160127	1951	11	CLR	 	10.00	 	 	 	39	 	3.9	 	32	 	0.1	 	20	 	-6.7	 	 46	 	 0	 	000	 	 	 	29.96	 	 	 	 	 	30.10	 	AA	 	 	 	30.13	 
94728	20160127	2051	11	CLR	 	10.00	 	 	 	37	 	2.8	 	31	 	-0.5	 	20	 	-6.7	 	 50	 	 3	 	 	 	 	 	29.95	 	 	 	 	 	30.10	 	AA	 	 	 	30.12	 
94728	20160127	2151	11	CLR	 	10.00	 	 	 	37	 	2.8	 	31	 	-0.5	 	20	 	-6.7	 	 50	 	 6	 	350	 	 	 	29.95	 	 	 	 	 	30.10	 	AA	 	 	 	30.12	 
94728	20160127	2251	11	CLR	 	10.00	 	 	 	35	 	1.7	 	30	 	-1.3	 	19	 	-7.2	 	 52	 	 7	 	040	 	 	 	29.98	 	 	 	 	 	30.12	 	AA	 	 	 	30.15	 
94728	20160127	2351	11	CLR	 	10.00	 	 	 	35	 	1.7	 	29	 	-1.5	 	18	 	-7.8	 	 50	 	 5	 	010	 	 	 	29.98	 	 	 	 	 	30.12	 	AA	 	 	 	30.15	 
94728	20160128	0051	11	CLR	 	10.00	 	 	 	34	 	1.1	 	29	 	-1.7	 	19	 	-7.2	 	 54	 	 0	 	000	 	 	 	29.98	 	 	 	 	 	30.13	 	AA	 	 	 	30.15	 
94728	20160128	0151	11	CLR	 	10.00	 	 	 	34	 	1.1	 	28	 	-2.1	 	16	 	-8.9	 	 48	 	 3	 	020	 	 	 	29.96	 	 	 	 	 	30.11	 	AA	 	 	 	30.13	 
94728	20160128	0251	11	CLR	 	10.00	 	 	 	33	 	0.6	 	28	 	-2.2	 	18	 	-7.8	 	 54	 	 3	 	150	 	 	 	29.95	 	 	 	 	 	30.10	 	AA	 	 	 	30.12	 
94728	20160128	0351	11	CLR	 	10.00	 	 	 	33	 	0.6	 	28	 	-2.3	 	17	 	-8.3	 	 52	 	 0	 	000	 	 	 	29.93	 	 	 	 	 	30.07	 	AA	 	 	 	30.10	 
94728	20160128	0451	11	CLR	 	10.00	 	 	 	33	 	0.6	 	27	 	-2.5	 	16	 	-8.9	 	 50	 	 6	 	190	 	 	 	29.90	 	 	 	 	 	30.04	 	AA	 	 	 	30.07	 
94728	20160128	0551	11	CLR	 	10.00	 	 	 	34	 	1.1	 	28	 	-2.1	 	16	 	-8.9	 	 48	 	 0	 	000	 	 	 	29.89	 	 	 	 	 	30.03	 	AA	 	 	 	30.06	 
94728	20160128	0651	11	CLR	 	10.00	 	 	 	34	 	1.1	 	29	 	-1.7	 	19	 	-7.2	 	 54	 	 3	 	180	 	 	 	29.89	 	 	 	 	 	30.03	 	AA	 	 	 	30.06	 
94728	20160128	0751	11	CLR	 	10.00	 	 	 	33	 	0.6	 	29	 	-1.4	 	23	 	-5.0	 	 67	 	 0	 	000	 	 	 	29.87	 	 	 	 	 	30.02	 	AA	 	 	 	30.04	 
94728	20160128	0851	11	CLR	 	10.00	 	 	 	36	 	2.2	 	31	 	-0.3	 	23	 	-5.0	 	 59	 	 0	 	000	 	 	 	29.85	 	 	 	 	 	30.00	 	AA	 	 	 	30.02	 
94728	20160128	0951	11	CLR	 	10.00	 	 	 	36	 	2.2	 	31	 	-0.3	 	23	 	-5.0	 	 59	 	 3	 	 	 	 	 	29.84	 	 	 	 	 	29.99	 	AA	 	 	 	30.01	 
94728	20160128	1051	11	CLR	 	10.00	 	 	 	39	 	3.9	 	33	 	0.5	 	23	 	-5.0	 	 53	 	 9	 	240	 	18	 	29.83	 	 	 	 	 	29.97	 	AA	 	 	 	30.00	 
94728	20160128	1151	11	CLR	 	10.00	 	 	 	40	 	4.4	 	33	 	0.5	 	21	 	-6.1	 	 47	 	 7	 	 	 	 	 	29.78	 	 	 	 	 	29.93	 	AA	 	 	 	29.95	 
94728	20160128	1251	11	CLR	 	10.00	 	 	 	41	 	5.0	 	33	 	0.4	 	18	 	-7.8	 	 40	 	10	 	260	 	16	 	29.74	 	 	 	 	 	29.89	 	AA	 	 	 	29.91	 
94728	20160128	1351	11	CLR	 	10.00	 	 	 	41	 	5.0	 	33	 	0.4	 	18	 	-7.8	 	 40	 	14	 	260	 	 	 	29.71	 	 	 	 	 	29.85	 	AA	 	 	 	29.88	 
94728	20160128	1451	11	CLR	 	10.00	 	 	 	42	 	5.6	 	34	 	1.0	 	20	 	-6.7	 	 41	 	11	 	250	 	17	 	29.68	 	 	 	 	 	29.83	 	AA	 	 	 	29.85	 
94728	20160128	1551	11	CLR	 	10.00	 	 	 	41	 	5.0	 	33	 	0.5	 	19	 	-7.2	 	 41	 		 		 	 	 	29.66	 	 	 	 	 	29.80	 	AA	 	 	 	29.83	 
94728	20160128	1651	11	CLR	 	10.00	 	 	 	40	 	4.4	 	32	 	0.2	 	19	 	-7.2	 	 43	 	 6	 	 	 	 	 	29.64	 	 	 	 	 	29.78	 	AA	 	 	 	29.81	 
94728	20160128	1751	11	CLR	 	10.00	 	 	 	40	 	4.4	 	32	 	0.2	 	19	 	-7.2	 	 43	 	 5	 	 	 	 	 	29.63	 	 	 	 	 	29.78	 	AA	 	 	 	29.80	 
94728	20160128	1851	11	OVC120	 	10.00	 	 	 	41	 	5.0	 	33	 	0.7	 	20	 	-6.7	 	 43	 	 6	 	260	 	 	 	29.62	 	 	 	 	 	29.77	 	AA	 	 	 	29.79	 
94728	20160128	1951	11	CLR	 	10.00	 	 	 	40	 	4.4	 	33	 	0.4	 	20	 	-6.7	 	 45	 	 3	 	 	 	 	 	29.60	 	 	 	 	 	29.74	 	AA	 	 	 	29.77	 
94728	20160128	2051	11	BKN100	 	10.00	 	 	 	40	 	4.4	 	33	 	0.5	 	21	 	-6.1	 	 47	 	 5	 	 	 	 	 	29.58	 	 	 	 	 	29.72	 	AA	 	 	 	29.75	 
94728	20160128	2151	11	SCT070	 	10.00	 	 	 	39	 	3.9	 	32	 	0.2	 	21	 	-6.1	 	 48	 	 0	 	000	 	 	 	29.54	 	 	 	 	 	29.69	 	AA	 	 	 	29.71	 
94728	20160128	2251	11	FEW075 OVC110	 	10.00	 	 	 	39	 	3.9	 	33	 	0.4	 	22	 	-5.6	 	 51	 	 3	 	 	 	 	 	29.53	 	 	 	 	 	29.67	 	AA	 	 	 	29.70	 
94728	20160128	2351	11	BKN110	 	10.00	 	 	 	40	 	4.4	 	33	 	0.7	 	22	 	-5.6	 	 49	 	 3	 	250	 	 	 	29.53	 	 	 	 	 	29.67	 	AA	 	 	 	29.70	 
94728	20160129	0051	11	SCT070 OVC100	 	10.00	 	 	 	39	 	3.9	 	32	 	0.2	 	21	 	-6.1	 	 48	 	 5	 	 	 	 	 	29.48	 	 	 	 	 	29.62	 	AA	 	 	 	29.65	 
94728	20160129	0151	11	SCT095	 	10.00	 	 	 	38	 	3.3	 	32	 	0.0	 	22	 	-5.6	 	 53	 	 3	 	 	 	 	 	29.43	 	 	 	 	 	29.57	 	AA	 	 	 	29.60	 
94728	20160129	0251	11	CLR	 	10.00	 	 	 	38	 	3.3	 	32	 	0.0	 	22	 	-5.6	 	 53	 		 		 	 	 	29.43	 	 	 	 	 	29.57	 	AA	 	 	 	29.60	 
94728	20160129	0351	11	CLR	 	10.00	 	 	 	37	 	2.8	 	32	 	-0.2	 	22	 	-5.6	 	 55	 	 0	 	000	 	 	 	29.39	 	 	 	 	 	29.53	 	AA	 	 	 	29.56	 
94728	20160129	0451	11	OVC080	 	10.00	 	 	 	37	 	2.8	 	32	 	-0.2	 	22	 	-5.6	 	 55	 	 7	 	280	 	 	 	29.35	 	 	 	 	 	29.50	 	AA	 	 	 	29.52	 
94728	20160129	0551	11	BKN085	 	10.00	 	 	 	37	 	2.8	 	31	 	-0.4	 	21	 	-6.1	 	 52	 	 5	 	280	 	 	 	29.36	 	 	 	 	 	29.51	 	AA	 	 	 	29.53	 
94728	20160129	0651	11	CLR	 	10.00	 	 	 	35	 	1.7	 	30	 	-1.0	 	21	 	-6.1	 	 57	 	 5	 	270	 	 	 	29.34	 	 	 	 	 	29.48	 	AA	 	 	 	29.51	 
94728	20160129	0751	11	CLR	 	 8.00	 	 	 	35	 	1.7	 	30	 	-0.9	 	22	 	-5.6	 	 59	 	 7	 	290	 	 	 	29.32	 	 	 	 	 	29.47	 	AA	 	 	 	29.49	 
94728	20160129	0851	11	BKN060	 	 8.00	 	 	 	37	 	2.8	 	32	 	-0.2	 	22	 	-5.6	 	 55	 	 6	 	 	 	 	 	29.32	 	 	 	 	 	29.47	 	AA	 	 	 	29.49	 
94728	20160129	0951	11	SCT075 OVC100	 	 8.00	 	 	 	38	 	3.3	 	32	 	0.0	 	22	 	-5.6	 	 53	 	 5	 	 	 	 	 	29.33	 	 	 	 	 	29.47	 	AA	 	 	 	29.50	 
94728	20160129	1051	11	FEW048 BKN060 OVC075	 	 7.00	 	 	 	38	 	3.3	 	32	 	0.2	 	23	 	-5.0	 	 55	 	 9	 	280	 	 	 	29.33	 	 	 	 	 	29.47	 	AA	 	 	 	29.50	 
94728	20160129	1151	11	SCT070	 	 8.00	 	 	 	40	 	4.4	 	34	 	1.0	 	24	 	-4.4	 	 53	 	11	 	270	 	16	 	29.31	 	 	 	 	 	29.46	 	AA	 	 	 	29.48	 
94728	20160129	1251	11	BKN034 BKN041 OVC055	 	10.00	 	 	 	40	 	4.4	 	35	 	1.4	 	26	 	-3.3	 	 57	 	 7	 	 	 	18	 	29.31	 	 	 	 	 	29.46	 	AA	 	 	 	29.48	 
94728	20160129	1351	11	FEW036 SCT049 OVC060	 	10.00	 	 	 	40	 	4.4	 	34	 	1.0	 	24	 	-4.4	 	 53	 	10	 	300	 	23	 	29.33	 	 	 	 	 	29.47	 	AA	 	 	 	29.50	 
94728	20160129	1451	11	BKN040 OVC048	 	10.00	 	 	 	40	 	4.4	 	34	 	1.0	 	24	 	-4.4	 	 53	 	 5	 	 	 	18	 	29.34	 	 	 	 	 	29.49	 	AA	 	 	 	29.51	 
94728	20160129	1551	11	BKN050 BKN120	 	10.00	 	 	 	40	 	4.4	 	34	 	1.0	 	24	 	-4.4	 	 53	 	11	 	310	 	21	 	29.38	 	 	 	 	 	29.53	 	AA	 	 	 	29.55	 
94728	20160129	1651	11	OVC050	 	10.00	 	 	 	39	 	3.9	 	32	 	-0.0	 	19	 	-7.2	 	 45	 	14	 	310	 	24	 	29.43	 	 	 	 	 	29.57	 	AA	 	 	 	29.60	 
94728	20160129	1751	11	OVC050	 	10.00	 	 	 	38	 	3.3	 	30	 	-0.8	 	16	 	-8.9	 	 41	 	14	 	320	 	25	 	29.48	 	 	 	 	 	29.62	 	AA	 	 	 	29.65	 
94728	20160129	1851	11	FEW050 FEW110	 	10.00	 	 	 	36	 	2.2	 	30	 	-1.2	 	18	 	-7.8	 	 48	 	 8	 	320	 	26	 	29.51	 	 	 	 	 	29.66	 	AA	 	 	 	29.68	 
94728	20160129	1951	11	FEW043	 	10.00	 	 	 	35	 	1.7	 	29	 	-1.5	 	18	 	-7.8	 	 50	 	10	 	310	 	20	 	29.56	 	 	 	 	 	29.70	 	AA	 	 	 	29.73	 
94728	20160129	2051	11	CLR	 	10.00	 	 	 	34	 	1.1	 	29	 	-1.8	 	18	 	-7.8	 	 52	 	13	 	310	 	25	 	29.59	 	 	 	 	 	29.73	 	AA	 	 	 	29.76	 
94728	20160129	2151	11	CLR	 	10.00	 	 	 	33	 	0.6	 	27	 	-2.5	 	16	 	-8.9	 	 50	 	10	 	310	 	21	 	29.64	 	 	 	 	 	29.78	 	AA	 	 	 	29.81	 
94728	20160129	2251	11	CLR	 	10.00	 	 	 	32	 	0.0	 	27	 	-3.0	 	15	 	-9.4	 	 49	 	 8	 	310	 	17	 	29.67	 	 	 	 	 	29.82	 	AA	 	 	 	29.84	 
94728	20160129	2351	11	CLR	 	10.00	 	 	 	31	 	-0.6	 	26	 	-3.3	 	15	 	-9.4	 	 51	 	 9	 	290	 	 	 	29.68	 	 	 	 	 	29.83	 	AA	 	 	 	29.85	 
94728	20160130	0051	11	CLR	 	10.00	 	 	 	29	 	-1.7	 	24	 	-4.2	 	14	 	-10.0	 	 53	 	11	 	310	 	20	 	29.72	 	 	 	 	 	29.86	 	AA	 	 	 	29.89	 
94728	20160130	0151	11	CLR	 	10.00	 	 	 	28	 	-2.2	 	24	 	-4.5	 	14	 	-10.0	 	 56	 	 7	 	 	 	 	 	29.75	 	 	 	 	 	29.90	 	AA	 	 	 	29.92	 
94728	20160130	0251	11	CLR	 	10.00	 	 	 	28	 	-2.2	 	24	 	-4.5	 	14	 	-10.0	 	 56	 	 5	 	 	 	 	 	29.80	 	 	 	 	 	29.94	 	AA	 	 	 	29.97	 
94728	20160130	0351	11	CLR	 	10.00	 	 	 	28	 	-2.2	 	24	 	-4.5	 	14	 	-10.0	 	 56	 	11	 	290	 	 	 	29.82	 	 	 	 	 	29.97	 	AA	 	 	 	29.99	 
94728	20160130	0451	11	CLR	 	10.00	 	 	 	28	 	-2.2	 	24	 	-4.4	 	15	 	-9.4	 	 58	 	 8	 	290	 	 	 	29.84	 	 	 	 	 	29.99	 	AA	 	 	 	30.01	 
94728	20160130	0551	11	CLR	 	10.00	 	 	 	28	 	-2.2	 	24	 	-4.4	 	15	 	-9.4	 	 58	 	 6	 	 	 	 	 	29.88	 	 	 	 	 	30.03	 	AA	 	 	 	30.05	 
94728	20160130	0651	11	CLR	 	10.00	 	 	 	28	 	-2.2	 	24	 	-4.3	 	16	 	-8.9	 	 61	 	 0	 	000	 	 	 	29.91	 	 	 	 	 	30.06	 	AA	 	 	 	30.08	 
94728	20160130	0751	11	CLR	 	10.00	 	 	 	29	 	-1.7	 	25	 	-3.9	 	16	 	-8.9	 	 58	 	 6	 	270	 	 	 	29.93	 	 	 	 	 	30.08	 	AA	 	 	 	30.10	 
94728	20160130	0851	11	CLR	 	10.00	 	 	 	30	 	-1.1	 	26	 	-3.5	 	16	 	-8.9	 	 56	 	 7	 	 	 	 	 	29.93	 	 	 	 	 	30.07	 	AA	 	 	 	30.10	 
94728	20160130	0951	11	CLR	 	10.00	 	 	 	31	 	-0.6	 	26	 	-3.2	 	16	 	-8.9	 	 54	 	 3	 	 	 	 	 	29.92	 	 	 	 	 	30.07	 	AA	 	 	 	30.09	 
94728	20160130	1051	11	FEW120	 	10.00	 	 	 	33	 	0.6	 	27	 	-2.5	 	16	 	-8.9	 	 50	 	 3	 	 	 	 	 	29.92	 	 	 	 	 	30.07	 	AA	 	 	 	30.09	 
94728	20160130	1151	11	CLR	 	10.00	 	 	 	35	 	1.7	 	29	 	-1.6	 	17	 	-8.3	 	 48	 	 5	 	260	 	 	 	29.92	 	 	 	 	 	30.06	 	AA	 	 	 	30.09	 
94728	20160130	1251	11	CLR	 	10.00	 	 	 	36	 	2.2	 	30	 	-1.3	 	17	 	-8.3	 	 46	 	 6	 	240	 	 	 	29.89	 	 	 	 	 	30.04	 	AA	 	 	 	30.06	 
94728	20160130	1351	11	CLR	 	10.00	 	 	 	37	 	2.8	 	30	 	-1.0	 	17	 	-8.3	 	 44	 	 5	 	260	 	 	 	29.88	 	 	 	 	 	30.02	 	AA	 	 	 	30.05	 
94728	20160130	1451	11	CLR	 	10.00	 	 	 	39	 	3.9	 	31	 	-0.3	 	17	 	-8.3	 	 41	 	 6	 	 	 	18	 	29.87	 	 	 	 	 	30.01	 	AA	 	 	 	30.04	 
94728	20160130	1551	11	CLR	 	10.00	 	 	 	39	 	3.9	 	31	 	-0.3	 	17	 	-8.3	 	 41	 	 7	 	240	 	 	 	29.85	 	 	 	 	 	30.00	 	AA	 	 	 	30.02	 
94728	20160130	1651	11	CLR	 	10.00	 	 	 	38	 	3.3	 	31	 	-0.8	 	16	 	-8.9	 	 41	 	 5	 	 	 	 	 	29.85	 	 	 	 	 	29.99	 	AA	 	 	 	30.02	 
94728	20160130	1751	11	CLR	 	10.00	 	 	 	39	 	3.9	 	31	 	-0.7	 	14	 	-10.0	 	 36	 	 3	 	 	 	 	 	29.86	 	 	 	 	 	30.01	 	AA	 	 	 	30.03	 
94728	20160130	1851	11	CLR	 	10.00	 	 	 	39	 	3.9	 	31	 	-0.6	 	15	 	-9.4	 	 38	 	13	 	250	 	20	 	29.87	 	 	 	 	 	30.01	 	AA	 	 	 	30.04	 
94728	20160130	1951	11	CLR	 	10.00	 	 	 	39	 	3.9	 	31	 	-0.4	 	16	 	-8.9	 	 39	 	13	 	250	 	24	 	29.87	 	 	 	 	 	30.02	 	AA	 	 	 	30.04	 
94728	20160130	2051	11	CLR	 	10.00	 	 	 	39	 	3.9	 	31	 	-0.3	 	17	 	-8.3	 	 41	 	10	 	230	 	18	 	29.85	 	 	 	 	 	30.00	 	AA	 	 	 	30.02	 
94728	20160130	2151	11	CLR	 	10.00	 	 	 	38	 	3.3	 	31	 	-0.5	 	18	 	-7.8	 	 44	 	 8	 	230	 	 	 	29.85	 	 	 	 	 	30.00	 	AA	 	 	 	30.02	 
94728	20160130	2251	11	CLR	 	10.00	 	 	 	38	 	3.3	 	32	 	-0.2	 	20	 	-6.7	 	 48	 	10	 	250	 	25	 	29.84	 	 	 	 	 	29.99	 	AA	 	 	 	30.01	 
94728	20160130	2351	11	CLR	 	10.00	 	 	 	37	 	2.8	 	32	 	-0.2	 	22	 	-5.6	 	 55	 	11	 	230	 	20	 	29.84	 	 	 	 	 	29.98	 	AA	 	 	 	30.01	 
94728	20160131	0051	11	CLR	 	10.00	 	 	 	37	 	2.8	 	32	 	-0.0	 	23	 	-5.0	 	 57	 	 5	 	 	 	 	 	29.83	 	 	 	 	 	29.97	 	AA	 	 	 	30.00	 
94728	20160131	0151	11	CLR	 	10.00	 	 	 	37	 	2.8	 	32	 	-0.0	 	23	 	-5.0	 	 57	 	 5	 	250	 	 	 	29.82	 	 	 	 	 	29.97	 	AA	 	 	 	29.99	 
94728	20160131	0251	11	CLR	 	10.00	 	 	 	37	 	2.8	 	32	 	0.1	 	24	 	-4.4	 	 59	 	 6	 	 	 	 	 	29.81	 	 	 	 	 	29.96	 	AA	 	 	 	29.98	 
94728	20160131	0351	11	CLR	 	10.00	 	 	 	37	 	2.8	 	32	 	0.1	 	24	 	-4.4	 	 59	 	 6	 	 	 	 	 	29.79	 	 	 	 	 	29.94	 	AA	 	 	 	29.96	 
94728	20160131	0451	11	CLR	 	10.00	 	 	 	38	 	3.3	 	33	 	0.4	 	24	 	-4.4	 	 57	 	 9	 	240	 	 	 	29.79	 	 	 	 	 	29.93	 	AA	 	 	 	29.96	 
94728	20160131	0551	11	CLR	 	10.00	 	 	 	38	 	3.3	 	33	 	0.4	 	24	 	-4.4	 	 57	 	 7	 	260	 	 	 	29.80	 	 	 	 	 	29.94	 	AA	 	 	 	29.97	 
94728	20160131	0651	11	CLR	 	10.00	 	 	 	39	 	3.9	 	33	 	0.7	 	24	 	-4.4	 	 55	 	 6	 	 	 	16	 	29.81	 	 	 	 	 	29.95	 	AA	 	 	 	29.98	 
94728	20160131	0751	11	CLR	 	10.00	 	 	 	38	 	3.3	 	33	 	0.6	 	25	 	-3.9	 	 60	 	 8	 	250	 	 	 	29.82	 	 	 	 	 	29.96	 	AA	 	 	 	29.99	 
94728	20160131	0851	11	CLR	 	10.00	 	 	 	40	 	4.4	 	34	 	1.0	 	24	 	-4.4	 	 53	 	 8	 	250	 	 	 	29.81	 	 	 	 	 	29.96	 	AA	 	 	 	29.98	 
94728	20160131	0951	11	CLR	 	10.00	 	 	 	41	 	5.0	 	35	 	1.5	 	25	 	-3.9	 	 53	 	 6	 	 	 	 	 	29.82	 	 	 	 	 	29.97	 	AA	 	 	 	29.99	 
94728	20160131	1051	11	CLR	 	10.00	 	 	 	45	 	7.2	 	37	 	2.8	 	25	 	-3.9	 	 46	 	 8	 	260	 	 	 	29.80	 	 	 	 	 	29.94	 	AA	 	 	 	29.97	 
94728	20160131	1151	11	CLR	 	10.00	 	 	 	48	 	8.9	 	39	 	3.7	 	25	 	-3.9	 	 41	 	 6	 	 	 	 	 	29.78	 	 	 	 	 	29.92	 	AA	 	 	 	29.95	 
94728	20160131	1251	11	CLR	 	10.00	 	 	 	52	 	11.1	 	41	 	4.9	 	25	 	-3.9	 	 35	 	 3	 	270	 	 	 	29.75	 	 	 	 	 	29.90	 	AA	 	 	 	29.92	 
94728	20160131	1351	11	CLR	 	10.00	 	 	 	53	 	11.7	 	41	 	5.2	 	25	 	-3.9	 	 34	 	 7	 	260	 	 	 	29.73	 	 	 	 	 	29.87	 	AA	 	 	 	29.90	 
94728	20160131	1451	11	CLR	 	10.00	 	 	 	55	 	12.8	 	43	 	5.9	 	26	 	-3.3	 	 33	 	 0	 	000	 	 	 	29.71	 	 	 	 	 	29.86	 	AA	 	 	 	29.88	 
94728	20160131	1551	11	CLR	 	10.00	 	 	 	55	 	12.8	 	43	 	6.1	 	27	 	-2.8	 	 34	 	 0	 	000	 	 	 	29.71	 	 	 	 	 	29.85	 	AA	 	 	 	29.88	 
94728	20160131	1651	11	CLR	 	10.00	 	 	 	49	 	9.4	 	41	 	5.1	 	31	 	-0.6	 	 50	 	 3	 	160	 	 	 	29.71	 	 	 	 	 	29.86	 	AA	 	 	 	29.88	 
94728	20160131	1751	11	CLR	 	10.00	 	 	 	47	 	8.3	 	41	 	5.1	 	34	 	1.1	 	 61	 	 5	 	 	 	 	 	29.70	 	 	 	 	 	29.85	 	AA	 	 	 	29.87	 
94728	20160131	1851	11	CLR	 	10.00	 	 	 	46	 	7.8	 	42	 	5.5	 	37	 	2.8	 	 71	 	 6	 	150	 	 	 	29.68	 	 	 	 	 	29.83	 	AA	 	 	 	29.85	 
94728	20160131	1951	11	CLR	 	10.00	 	 	 	48	 	8.9	 	43	 	6.1	 	37	 	2.8	 	 66	 	 0	 	000	 	 	 	29.68	 	 	 	 	 	29.83	 	AA	 	 	 	29.85	 
94728	20160131	2051	11	CLR	 	10.00	 	 	 	52	 	11.1	 	44	 	6.6	 	34	 	1.1	 	 50	 	 8	 	240	 	 	 	29.68	 	 	 	 	 	29.82	 	AA	 	 	 	29.85	 
94728	20160131	2151	11	CLR	 	10.00	 	 	 	54	 	12.2	 	45	 	7.3	 	35	 	1.7	 	 49	 	 0	 	000	 	 	 	29.66	 	 	 	 	 	29.80	 	AA	 	 	 	29.83	 
94728	20160131	2251	11	CLR	 	10.00	 	 	 	51	 	10.6	 	44	 	6.5	 	35	 	1.7	 	 54	 	 5	 	 	 	 	 	29.64	 	 	 	 	 	29.78	 	AA	 	 	 	29.81	 
94728	20160131	2351	11	CLR	 	10.00	 	 	 	51	 	10.6	 	44	 	6.7	 	36	 	2.2	 	 57	 	 7	 	250	 	 	 	29.64	 	 	 	 	 	29.78	 	AA	 	 	 	29.81	 

