WBAN	Date	Tie	StationType	SkyCondition	SkyConditionFlag	Visibility	VisibilityFlag	WeatherType	WeatherTypeFlag	DryBulbFarenheit	DryBulbFarenheitFlag	DryBulbCelsius	DryBulbCelsiusFlag	WetBulbFarenheit	WetBulbFarenheitFlag	WetBulbCelsius	WetBulbCelsiusFlag	DewPointFarenheit	DewPointFarenheitFlag	DewPointCelsius	DewPointCelsiusFlag	RelativeHuidity	RelativeHuidityFlag	WindSpeed	WindSpeedFlag	WindDirection	WindDirectionFlag	ValueForWindCharacter	ValueForWindCharacterFlag	StationPressure	StationPressureFlag	PressureTendency	PressureTendencyFlag	PressureChange	PressureChangeFlag	SeaLevelPressure	SeaLevelPressureFlag	RecordType	RecordTypeFlag	HourlyPrecip	HourlyPrecipFlag	Altieter	AltieterFlag
94728	20160123	1026	11	OVC010	 	 0.50	 	-SN FZFG	 	27	 	-2.8	 	26	 	-3.5	 	23	 	-5.0	 	 85	 	17	 	050	 	30	 	29.54	 	 	 	 	 		 	SP	 	 	 	29.71	 
94728	20160123	1051	11	OVC010	 	 0.25	 	SN FZFG	 	27	 	-2.8	 	26	 	-3.5	 	23	 	-5.0	 	 85	 	16	 	050	 	33	 	29.52	 	 	 	 	 	29.67	 	AA	 	0.09	 	29.69	 
94728	20160123	1102	11	BKN008 OVC012	 	 0.25	 	SN FZFG	 	27	 	-2.8	 	26	 	-3.3	 	24	 	-4.4	 	 88	 	18	 	050	 	29	 	29.51	 	 	 	 	 		 	SP	 	 	 	29.68	 
94728	20160123	1138	11	VV004	 	 0.00	 	SN FZFG	 	27	 	-2.8	 	26	 	-3.3	 	24	 	-4.4	 	 88	 	14	 	050	 	31	 	29.49	 	 	 	 	 		 	SP	 	 	 	29.66	 
94728	20160123	1151	11	VV004	 	 0.00	 	SN FZFG	 	27	 	-2.8	 	26	 	-3.3	 	24	 	-4.4	 	 88	 	18	 	060	 	32	 	29.48	 	 	 	 	 	29.63	 	AA	 	0.18	 	29.65	 
94728	20160123	1240	11	VV005	 	 0.25	 	SN FZFG	 	27	 	-2.8	 	26	 	-3.5	 	23	 	-5.0	 	 85	 	18	 	040	 	36	 	29.45	 	 	 	 	 		 	SP	 	 	 	29.62	 
94728	20160123	1251	11	VV005	 	 0.25	 	SN FZFG	 	27	 	-2.8	 	26	 	-3.5	 	23	 	-5.0	 	 85	 	23	 	050	 	37	 	29.45	 	 	 	 	 	29.60	 	AA	 	0.18	 	29.62	 
94728	20160123	1351	11	VV007	 	 0.25	 	SN FZFG	 	27	 	-2.8	 	26	 	-3.5	 	23	 	-5.0	 	 85	 	15	 	040	 	30	 	29.48	 	 	 	 	 	29.62	 	AA	 	0.13	 	29.65	 
94728	20160123	1451	11	VV006	 	 0.00	 	SN FZFG	 	27	 	-2.8	 	26	 	-3.5	 	23	 	-5.0	 	 85	 	15	 	040	 	33	 	29.48	 	 	 	 	 	29.63	 	AA	 	0.16	 	29.65	 
94728	20160123	1519	11	VV004	 	 0.00	 	+SN FZFG	 	27	 	-2.8	 	26	 	-3.5	 	23	 	-5.0	 	 85	 	13	 	040	 	31	 	29.48	 	 	 	 	 		 	SP	 	 	 	29.65	 
94728	20160123	1549	11	VV005	 	 0.00	 	SN FZFG	 	27	 	-3.0	 	26	 	-3.5	 	23	 	-5.0	 	 85	 	18	 	050	 	34	 	29.48	 	 	 	 	 		 	SP	 	 	 	29.65	 
94728	20160123	1551	11	VV005	 	 0.00	 	SN FZFG	 	27	 	-2.8	 	26	 	-3.5	 	23	 	-5.0	 	 85	 	18	 	030	 	34	 	29.49	 	 	 	 	 	29.63	 	AA	 	0.13	 	29.66	 
94728	20160123	1624	11	VV004	 	 0.00	 	+SN FZFG	 	27	 	-2.8	 	26	 	-3.5	 	23	 	-5.0	 	 85	 	14	 	040	 	30	 	29.49	 	 	 	 	 		 	SP	 	 	 	29.66	 
94728	20160123	1651	11	VV003	 	 0.25	 	+SN FZFG	 	27	 	-2.8	 	26	 	-3.5	 	23	 	-5.0	 	 85	 	20	 	030	 	33	 	29.49	 	 	 	 	 	29.64	 	AA	 	0.14	 	29.66	 
94728	20160123	1734	11	VV005	 	 0.25	 	SN FZFG	 	27	 	-2.8	 	26	 	-3.5	 	23	 	-5.0	 	 85	 	14	 	030	 	37	 	29.51	 	 	 	 	 		 	SP	 	 	 	29.68	 
94728	20160123	1751	11	VV005	 	 0.25	 	+SN FZFG	 	27	 	-2.8	 	26	 	-3.5	 	23	 	-5.0	 	 85	 	14	 	030	 	32	 	29.52	 	 	 	 	 	29.67	 	AA	 	0.10	 	29.69	 
94728	20160123	1851	11	VV007	 	 0.50	 	FZFG	 	26	 	-3.3	 	25	 	-4.0	 	22	 	-5.6	 	 85	 	11	 	020	 	25	 	29.53	 	 	 	 	 	29.68	 	AA	 	0.06	 	29.70	 
94728	20160123	1951	11	VV005	 	 0.25	 	+SN FZFG	 	25	 	-3.9	 	24	 	-4.6	 	21	 	-6.1	 	 85	 	 8	 	350	 	24	 	29.54	 	 	 	 	 	29.69	 	AA	 	0.08	 	29.71	 
94728	20160123	2051	11	VV010	 	 0.50	 	SN FZFG	 	24	 	-4.4	 	23	 	-5.1	 	20	 	-6.7	 	 85	 	20	 	010	 	30	 	29.54	 	 	 	 	 	29.69	 	AA	 	0.04	 	29.71	 
94728	20160123	2114	11	VV015	 	 1.00	 	-SN	 	25	 	-3.9	 	23	 	-4.7	 	20	 	-6.7	 	 81	 	13	 	020	 	22	 	29.54	 	 	 	 	 		 	SP	 	 	 	29.71	 
94728	20160123	2135	11	OVC020	 	 2.00	 	-SN	 	25	 	-3.9	 	23	 	-4.9	 	19	 	-7.2	 	 78	 	10	 	010	 	25	 	29.54	 	 	 	 	 		 	SP	 	 	 	29.71	 
94728	20160123	2151	11	BKN024 OVC035	 	 2.00	 	-SN	 	26	 	-3.3	 	23	 	-4.7	 	18	 	-7.8	 	 72	 	11	 	360	 	20	 	29.54	 	 	 	 	 	29.69	 	AA	 	0.01	 	29.71	 
94728	20160123	2201	11	SCT026 OVC037	 	 2.50	 	-SN	 	26	 	-3.3	 	23	 	-4.8	 	17	 	-8.3	 	 69	 	14	 	010	 	25	 	29.54	 	 	 	 	 		 	SP	 	 	 	29.71	 
94728	20160123	2234	11	OVC034	 	 3.00	 	-SN	 	27	 	-2.8	 	24	 	-4.5	 	17	 	-8.3	 	 66	 	13	 	020	 	24	 	29.54	 	 	 	 	 		 	SP	 	 	 	29.71	 
94728	20160123	2251	11	OVC038	 	 5.00	 	-SN	 	27	 	-2.8	 	23	 	-4.8	 	15	 	-9.4	 	 61	 	11	 	030	 	23	 	29.55	 	 	 	 	 	29.70	 	AA	 	  T	 	29.72	 
94728	20160123	2351	11	BKN037 OVC048	 	 4.00	 	-SN	 	27	 	-2.8	 	24	 	-4.5	 	17	 	-8.3	 	 66	 	 5	 	 	 	22	 	29.57	 	 	 	 	 	29.72	 	AA	 	  T	 	29.74	 
94728	20160124	0037	11	OVC029	 	 2.50	 	-SN	 	26	 	-3.3	 	23	 	-4.8	 	17	 	-8.3	 	 69	 	11	 	010	 	22	 	29.59	 	 	 	 	 		 	SP	 	 	 	29.76	 
94728	20160124	0049	11	OVC029	 	 4.00	 	-SN	 	27	 	-3.0	 	24	 	-4.3	 	18	 	-8.0	 	 69	 	11	 	350	 	21	 	29.59	 	 	 	 	 		 	SP	 	 	 	29.76	 
94728	20160124	0051	11	OVC029	 	 4.00	 	-SN	 	26	 	-3.3	 	23	 	-5.0	 	16	 	-8.9	 	 66	 	 8	 	010	 	21	 	29.59	 	 	 	 	 	29.74	 	AA	 	  T	 	29.76	 
94728	20160124	0104	11	OVC033	 	 5.00	 	HZ	 	27	 	-2.8	 	23	 	-4.9	 	14	 	-10.0	 	 58	 	14	 	010	 	23	 	29.60	 	 	 	 	 		 	SP	 	 	 	29.77	 
94728	20160124	0119	11	OVC037	 	 2.50	 	-SN	 	26	 	-3.3	 	23	 	-5.1	 	15	 	-9.4	 	 63	 	 6	 	 	 	28	 	29.60	 	 	 	 	 		 	SP	 	 	 	29.77	 
94728	20160124	0139	11	OVC033	 	 4.00	 	-SN	 	26	 	-3.3	 	22	 	-5.3	 	14	 	-10.0	 	 60	 		 		 	 	 	29.61	 	 	 	 	 		 	SP	 	 	 	29.78	 
94728	20160124	0151	11	OVC030	 	 5.00	 	HZ	 	26	 	-3.3	 	22	 	-5.6	 	12	 	-11.1	 	 55	 	13	 	020	 	26	 	29.61	 	 	 	 	 	29.76	 	AA	 	  T	 	29.78	 
94728	20160124	0251	11	BKN055	 	10.00	 	 	 	26	 	-3.3	 	21	 	-6.0	 	8	 	-13.3	 	 46	 	 6	 	 	 	23	 	29.63	 	 	 	 	 	29.78	 	AA	 	  T	 	29.80	 
94728	20160124	0351	11	CLR	 	10.00	 	 	 	24	 	-4.4	 	20	 	-6.8	 	8	 	-13.3	 	 50	 	 8	 	350	 	17	 	29.65	 	 	 	 	 	29.80	 	AA	 	 	 	29.82	 
94728	20160124	0451	11	CLR	 	10.00	 	 	 	22	 	-5.6	 	18	 	-7.6	 	8	 	-13.3	 	 55	 	 8	 	360	 	 	 	29.67	 	 	 	 	 	29.82	 	AA	 	 	 	29.84	 
94728	20160124	0551	11	CLR	 	10.00	 	 	 	22	 	-5.6	 	18	 	-7.7	 	7	 	-13.9	 	 52	 	 3	 	 	 	17	 	29.68	 	 	 	 	 	29.83	 	AA	 	 	 	29.85	 
94728	20160124	0651	11	CLR	 	10.00	 	 	 	22	 	-5.6	 	18	 	-7.7	 	7	 	-13.9	 	 52	 	 9	 	350	 	 	 	29.73	 	 	 	 	 	29.88	 	AA	 	 	 	29.90	 
94728	20160124	0659	11	FEW001	 	10.00	 	 	 	22	 	-5.6	 	18	 	-7.8	 	6	 	-14.4	 	 50	 	 8	 	340	 	20	 	29.74	 	 	 	 	 		 	SP	 	 	 	29.91	 
94728	20160124	0751	11	CLR	 	 9.00	 	 	 	20	 	-6.7	 	17	 	-8.5	 	7	 	-13.9	 	 57	 	 8	 	310	 	 	 	29.76	 	 	 	 	 	29.91	 	AA	 	 	 	29.93	 
94728	20160124	0851	11	CLR	 	 9.00	 	 	 	20	 	-6.7	 	17	 	-8.5	 	7	 	-13.9	 	 57	 	 6	 	 	 	 	 	29.80	 	 	 	 	 	29.95	 	AA	 	 	 	29.97	 
94728	20160124	0951	11	CLR	 	 8.00	 	 	 	21	 	-6.1	 	18	 	-7.9	 	8	 	-13.3	 	 57	 	 6	 	 	 	 	 	29.81	 	 	 	 	 	29.96	 	AA	 	 	 	29.98	 
94728	20160124	1051	11	CLR	 	 8.00	 	 	 	24	 	-4.4	 	20	 	-6.8	 	8	 	-13.3	 	 50	 	 5	 	 	 	 	 	29.81	 	 	 	 	 	29.96	 	AA	 	 	 	29.98	 
94728	20160124	1151	11	CLR	 	 8.00	 	 	 	27	 	-2.8	 	22	 	-5.5	 	9	 	-12.8	 	 47	 	 7	 	300	 	 	 	29.81	 	 	 	 	 	29.96	 	AA	 	 	 	29.98	 
94728	20160124	1251	11	CLR	 	10.00	 	 	 	30	 	-1.1	 	24	 	-4.6	 	8	 	-13.3	 	 39	 	 9	 	300	 	 	 	29.80	 	 	 	 	 	29.94	 	AA	 	 	 	29.97	 
94728	20160124	1351	11	CLR	 	10.00	 	 	 	32	 	0.0	 	25	 	-3.6	 	10	 	-12.2	 	 40	 	 8	 	310	 	 	 	29.79	 	 	 	 	 	29.94	 	AA	 	 	 	29.96	 
94728	20160124	1451	11	CLR	 	10.00	 	 	 	33	 	0.6	 	26	 	-3.0	 	12	 	-11.1	 	 42	 	 3	 	290	 	 	 	29.81	 	 	 	 	 	29.96	 	AA	 	 	 	29.98	 
94728	20160124	1551	11	CLR	 	10.00	 	 	 	35	 	1.7	 	28	 	-2.3	 	12	 	-11.1	 	 39	 	 6	 	300	 	 	 	29.82	 	 	 	 	 	29.97	 	AA	 	 	 	29.99	 
94728	20160124	1651	11	FEW120	 	10.00	 	 	 	35	 	1.7	 	28	 	-2.3	 	12	 	-11.1	 	 39	 	 0	 	000	 	 	 	29.84	 	 	 	 	 	29.99	 	AA	 	 	 	30.01	 
94728	20160124	1751	11	BKN110	 	10.00	 	 	 	35	 	1.7	 	28	 	-2.3	 	12	 	-11.1	 	 39	 	 3	 	290	 	 	 	29.86	 	 	 	 	 	30.01	 	AA	 	 	 	30.03	 
94728	20160124	1851	11	FEW120	 	10.00	 	 	 	33	 	0.6	 	26	 	-3.1	 	11	 	-11.7	 	 40	 	 5	 	 	 	 	 	29.88	 	 	 	 	 	30.03	 	AA	 	 	 	30.05	 
94728	20160124	1951	11	CLR	 	10.00	 	 	 	32	 	0.0	 	26	 	-3.5	 	11	 	-11.7	 	 42	 	 3	 	300	 	 	 	29.90	 	 	 	 	 	30.05	 	AA	 	 	 	30.07	 
94728	20160124	2051	11	BKN110	 	10.00	 	 	 	32	 	0.0	 	26	 	-3.4	 	12	 	-11.1	 	 43	 	 6	 	310	 	 	 	29.92	 	 	 	 	 	30.07	 	AA	 	 	 	30.09	 
94728	20160124	2151	11	FEW110	 	10.00	 	 	 	32	 	0.0	 	26	 	-3.2	 	13	 	-10.6	 	 45	 	 6	 	300	 	 	 	29.93	 	 	 	 	 	30.08	 	AA	 	 	 	30.10	 
94728	20160124	2251	11	BKN100	 	10.00	 	 	 	32	 	0.0	 	26	 	-3.4	 	12	 	-11.1	 	 43	 	 0	 	000	 	 	 	29.94	 	 	 	 	 	30.09	 	AA	 	 	 	30.11	 
94728	20160124	2351	11	BKN100	 	10.00	 	 	 	31	 	-0.6	 	25	 	-3.6	 	13	 	-10.6	 	 47	 	 3	 	 	 	 	 	29.95	 	 	 	 	 	30.10	 	AA	 	 	 	30.12	 
94728	20160125	0051	11	OVC110	 	10.00	 	 	 	31	 	-0.6	 	26	 	-3.4	 	14	 	-10.0	 	 49	 	 3	 	290	 	 	 	29.97	 	 	 	 	 	30.11	 	AA	 	 	 	30.14	 
94728	20160125	0151	11	BKN100	 	10.00	 	 	 	31	 	-0.6	 	26	 	-3.4	 	14	 	-10.0	 	 49	 	 0	 	000	 	 	 	29.99	 	 	 	 	 	30.14	 	AA	 	 	 	30.16	 
94728	20160125	0251	11	CLR	 	10.00	 	 	 	30	 	-1.1	 	25	 	-3.8	 	14	 	-10.0	 	 51	 	 5	 	280	 	 	 	30.00	 	 	 	 	 	30.14	 	AA	 	 	 	30.17	 
94728	20160125	0351	11	CLR	 	10.00	 	 	 	30	 	-1.1	 	25	 	-3.7	 	15	 	-9.4	 	 54	 	 3	 	290	 	 	 	30.01	 	 	 	 	 	30.16	 	AA	 	 	 	30.18	 
94728	20160125	0451	11	OVC080	 	10.00	 	 	 	30	 	-1.1	 	25	 	-3.8	 	14	 	-10.0	 	 51	 	 3	 	310	 	 	 	30.03	 	 	 	 	 	30.18	 	AA	 	 	 	30.20	 
94728	20160125	0551	11	CLR	 	10.00	 	 	 	29	 	-1.7	 	25	 	-4.0	 	15	 	-9.4	 	 56	 	 5	 	330	 	 	 	30.05	 	 	 	 	 	30.20	 	AA	 	 	 	30.22	 
94728	20160125	0651	11	CLR	 	10.00	 	 	 	29	 	-1.7	 	24	 	-4.2	 	14	 	-10.0	 	 53	 	 7	 	030	 	 	 	30.08	 	 	 	 	 	30.23	 	AA	 	 	 	30.25	 
94728	20160125	0751	11	CLR	 	 9.00	 	 	 	29	 	-1.7	 	25	 	-3.9	 	16	 	-8.9	 	 58	 	 3	 	040	 	 	 	30.10	 	 	 	 	 	30.25	 	AA	 	 	 	30.27	 
94728	20160125	0851	11	CLR	 	10.00	 	 	 	31	 	-0.6	 	26	 	-3.2	 	16	 	-8.9	 	 54	 	 0	 	000	 	 	 	30.12	 	 	 	 	 	30.27	 	AA	 	 	 	30.29	 
94728	20160125	0951	11	CLR	 	10.00	 	 	 	32	 	0.0	 	27	 	-2.7	 	17	 	-8.3	 	 54	 	 0	 	000	 	 	 	30.15	 	 	 	 	 	30.29	 	AA	 	 	 	30.32	 
94728	20160125	1051	11	BKN046	 	 9.00	 	 	 	35	 	1.7	 	29	 	-1.5	 	18	 	-7.8	 	 50	 	 3	 	 	 	 	 	30.15	 	 	 	 	 	30.30	 	AA	 	 	 	30.32	 
94728	20160125	1151	11	OVC045	 	 9.00	 	 	 	35	 	1.7	 	30	 	-1.3	 	19	 	-7.2	 	 52	 	 0	 	000	 	 	 	30.15	 	 	 	 	 	30.30	 	AA	 	 	 	30.32	 
94728	20160125	1251	11	OVC045	 	 8.00	 	 	 	35	 	1.7	 	30	 	-1.2	 	20	 	-6.7	 	 54	 	 3	 	300	 	 	 	30.14	 	 	 	 	 	30.29	 	AA	 	 	 	30.31	 
94728	20160125	1351	11	FEW046	 	 8.00	 	 	 	37	 	2.8	 	31	 	-0.5	 	20	 	-6.7	 	 50	 	 6	 	290	 	 	 	30.13	 	 	 	 	 	30.28	 	AA	 	 	 	30.30	 
94728	20160125	1451	11	CLR	 	 8.00	 	 	 	38	 	3.3	 	32	 	-0.2	 	20	 	-6.7	 	 48	 	 0	 	000	 	 	 	30.12	 	 	 	 	 	30.27	 	AA	 	 	 	30.29	 
94728	20160125	1551	11	CLR	 	10.00	 	 	 	37	 	2.8	 	30	 	-0.9	 	17	 	-8.3	 	 44	 	 5	 	250	 	 	 	30.13	 	 	 	 	 	30.27	 	AA	 	 	 	30.30	 
94728	20160125	1651	11	CLR	 	 9.00	 	 	 	36	 	2.2	 	30	 	-0.8	 	20	 	-6.7	 	 52	 	 3	 	 	 	 	 	30.13	 	 	 	 	 	30.27	 	AA	 	 	 	30.30	 
94728	20160125	1751	11	CLR	 	10.00	 	 	 	35	 	1.7	 	30	 	-0.8	 	22	 	-5.6	 	 59	 	 6	 	160	 	 	 	30.13	 	 	 	 	 	30.28	 	AA	 	 	 	30.30	 
94728	20160125	1851	11	CLR	 	10.00	 	 	 	36	 	2.2	 	32	 	-0.2	 	24	 	-4.4	 	 62	 	 6	 	180	 	 	 	30.15	 	 	 	 	 	30.30	 	AA	 	 	 	30.32	 
94728	20160125	1951	11	CLR	 	10.00	 	 	 	36	 	2.2	 	31	 	-0.5	 	22	 	-5.6	 	 57	 	 7	 	 	 	 	 	30.14	 	 	 	 	 	30.29	 	AA	 	 	 	30.31	 
94728	20160125	2051	11	CLR	 	10.00	 	 	 	36	 	2.2	 	30	 	-0.8	 	20	 	-6.7	 	 52	 	 0	 	000	 	 	 	30.13	 	 	 	 	 	30.28	 	AA	 	 	 	30.30	 
94728	20160125	2151	11	CLR	 	10.00	 	 	 	36	 	2.2	 	30	 	-1.1	 	18	 	-7.8	 	 48	 	 3	 	 	 	 	 	30.12	 	 	 	 	 	30.26	 	AA	 	 	 	30.29	 
94728	20160125	2251	11	CLR	 	10.00	 	 	 	38	 	3.3	 	32	 	0.1	 	22	 	-5.6	 	 53	 	 3	 	 	 	 	 	30.10	 	 	 	 	 	30.24	 	AA	 	 	 	30.27	 
94728	20160125	2351	11	CLR	 	10.00	 	 	 	39	 	3.9	 	34	 	1.3	 	27	 	-2.8	 	 62	 	 6	 	180	 	 	 	30.07	 	 	 	 	 	30.21	 	AA	 	 	 	30.24	 
94728	20160126	0051	11	CLR	 	10.00	 	 	 	40	 	4.4	 	35	 	1.6	 	27	 	-2.8	 	 60	 	 0	 	000	 	 	 	30.05	 	 	 	 	 	30.19	 	AA	 	 	 	30.22	 
94728	20160126	0151	11	CLR	 	10.00	 	 	 	39	 	3.9	 	34	 	1.3	 	27	 	-2.8	 	 62	 	 5	 	250	 	 	 	30.05	 	 	 	 	 	30.19	 	AA	 	 	 	30.22	 
94728	20160126	0251	11	CLR	 	10.00	 	 	 	39	 	3.9	 	34	 	1.1	 	26	 	-3.3	 	 60	 		 		 	 	 	30.01	 	 	 	 	 	30.15	 	AA	 	 	 	30.18	 
94728	20160126	0351	11	CLR	 	10.00	 	 	 	39	 	3.9	 	34	 	0.9	 	25	 	-3.9	 	 57	 	 3	 	 	 	 	 	29.99	 	 	 	 	 	30.14	 	AA	 	 	 	30.16	 
94728	20160126	0451	11	CLR	 	10.00	 	 	 	39	 	3.9	 	34	 	0.9	 	25	 	-3.9	 	 57	 	 6	 	250	 	 	 	29.98	 	 	 	 	 	30.13	 	AA	 	 	 	30.15	 
94728	20160126	0551	11	CLR	 	10.00	 	 	 	40	 	4.4	 	34	 	1.2	 	25	 	-3.9	 	 55	 	 3	 	230	 	 	 	29.96	 	 	 	 	 	30.11	 	AA	 	 	 	30.13	 
94728	20160126	0651	11	CLR	 	10.00	 	 	 	39	 	3.9	 	34	 	1.1	 	26	 	-3.3	 	 60	 	 7	 	 	 	 	 	29.95	 	 	 	 	 	30.10	 	AA	 	 	 	30.12	 
94728	20160126	0751	11	CLR	 	10.00	 	 	 	41	 	5.0	 	36	 	1.9	 	27	 	-2.8	 	 58	 	 5	 	 	 	 	 	29.93	 	 	 	 	 	30.07	 	AA	 	 	 	30.10	 
94728	20160126	0851	11	CLR	 	10.00	 	 	 	41	 	5.0	 	36	 	2.3	 	29	 	-1.7	 	 62	 	 6	 	 	 	16	 	29.95	 	 	 	 	 	30.09	 	AA	 	 	 	30.12	 
94728	20160126	0951	11	OVC100	 	10.00	 	 	 	42	 	5.6	 	37	 	2.8	 	30	 	-1.1	 	 63	 	 9	 	240	 	29	 	29.92	 	 	 	 	 	30.07	 	AA	 	 	 	30.09	 
94728	20160126	1051	11	SCT090 BKN110	 	10.00	 	 	 	43	 	6.1	 	38	 	3.1	 	30	 	-1.1	 	 60	 	 9	 	260	 	21	 	29.91	 	 	 	 	 	30.05	 	AA	 	 	 	30.08	 
94728	20160126	1151	11	BKN080	 	 9.00	 	 	 	42	 	5.6	 	37	 	2.8	 	30	 	-1.1	 	 63	 	 9	 	250	 	17	 	29.87	 	 	 	 	 	30.01	 	AA	 	 	 	30.04	 
94728	20160126	1251	11	CLR	 	 9.00	 	 	 	44	 	6.7	 	38	 	3.4	 	30	 	-1.1	 	 58	 	 7	 	 	 	17	 	29.82	 	 	 	 	 	29.96	 	AA	 	 	 	29.99	 
94728	20160126	1351	11	CLR	 	 9.00	 	 	 	45	 	7.2	 	39	 	3.7	 	30	 	-1.1	 	 56	 	 7	 	 	 	17	 	29.80	 	 	 	 	 	29.94	 	AA	 	 	 	29.97	 
94728	20160126	1451	11	CLR	 	 9.00	 	 	 	47	 	8.3	 	40	 	4.3	 	30	 	-1.1	 	 52	 	10	 	250	 	16	 	29.77	 	 	 	 	 	29.92	 	AA	 	 	 	29.94	 
94728	20160126	1551	11	CLR	 	10.00	 	 	 	48	 	8.9	 	40	 	4.6	 	30	 	-1.1	 	 50	 		 		 	 	 	29.78	 	 	 	 	 	29.93	 	AA	 	 	 	29.95	 
94728	20160126	1651	11	FEW110	 	10.00	 	 	 	47	 	8.3	 	40	 	4.3	 	30	 	-1.1	 	 52	 	 8	 	240	 	 	 	29.78	 	 	 	 	 	29.92	 	AA	 	 	 	29.95	 
94728	20160126	1751	11	CLR	 	10.00	 	 	 	47	 	8.3	 	40	 	4.3	 	30	 	-1.1	 	 52	 	10	 	220	 	22	 	29.79	 	 	 	 	 	29.94	 	AA	 	 	 	29.96	 
94728	20160126	1851	11	CLR	 	10.00	 	 	 	46	 	7.8	 	39	 	4.0	 	30	 	-1.1	 	 54	 	 6	 	 	 	 	 	29.80	 	 	 	 	 	29.95	 	AA	 	 	 	29.97	 
94728	20160126	1951	11	BKN120	 	10.00	 	 	 	47	 	8.3	 	40	 	4.3	 	30	 	-1.1	 	 52	 		 		 	 	 	29.80	 	 	 	 	 	29.95	 	AA	 	 	 	29.97	 
94728	20160126	2051	11	CLR	 	10.00	 	 	 	47	 	8.3	 	40	 	4.3	 	30	 	-1.1	 	 52	 	 8	 	240	 	 	 	29.80	 	 	 	 	 	29.95	 	AA	 	 	 	29.97	 
94728	20160126	2151	11	BKN120	 	10.00	 	 	 	47	 	8.3	 	40	 	4.3	 	30	 	-1.1	 	 52	 	 7	 	250	 	 	 	29.79	 	 	 	 	 	29.93	 	AA	 	 	 	29.96	 
94728	20160126	2251	11	FEW110	 	10.00	 	 	 	47	 	8.3	 	40	 	4.3	 	30	 	-1.1	 	 52	 	 8	 	250	 	 	 	29.79	 	 	 	 	 	29.93	 	AA	 	 	 	29.96	 
94728	20160126	2351	11	SCT120	 	10.00	 	 	 	47	 	8.3	 	40	 	4.3	 	30	 	-1.1	 	 52	 	 3	 	 	 	 	 	29.79	 	 	 	 	 	29.94	 	AA	 	 	 	29.96	 
94728	20160127	0051	11	BKN100 BKN120	 	10.00	 	 	 	46	 	7.8	 	39	 	4.0	 	30	 	-1.1	 	 54	 	 5	 	 	 	 	 	29.78	 	 	 	 	 	29.92	 	AA	 	 	 	29.95	 
94728	20160127	0151	11	BKN050 OVC065	 	10.00	 	 	 	46	 	7.8	 	39	 	4.0	 	30	 	-1.1	 	 54	 		 		 	 	 	29.77	 	 	 	 	 	29.91	 	AA	 	 	 	29.94	 
94728	20160127	0251	11	OVC050	 	10.00	 	 	 	45	 	7.2	 	39	 	3.9	 	31	 	-0.6	 	 58	 	 6	 	 	 	 	 	29.78	 	 	 	 	 	29.93	 	AA	 	 	 	29.95	 
94728	20160127	0351	11	OVC050	 	 8.00	 	-RA	 	45	 	7.2	 	39	 	4.1	 	32	 	0.0	 	 60	 	 5	 	260	 	 	 	29.78	 	 	 	 	 	29.92	 	AA	 	  T	 	29.95	 
94728	20160127	0451	11	OVC055	 	10.00	 	 	 	44	 	6.7	 	38	 	3.4	 	30	 	-1.1	 	 58	 	 5	 	 	 	 	 	29.79	 	 	 	 	 	29.93	 	AA	 	  T	 	29.96	 
94728	20160127	0551	11	BKN070 OVC085	 	10.00	 	 	 	43	 	6.1	 	37	 	2.9	 	29	 	-1.7	 	 58	 	 0	 	000	 	 	 	29.81	 	 	 	 	 	29.96	 	AA	 	 	 	29.98	 
94728	20160127	0651	11	SCT080 OVC100	 	10.00	 	 	 	43	 	6.1	 	37	 	2.5	 	27	 	-2.8	 	 53	 	 6	 	 	 	 	 	29.84	 	 	 	 	 	29.98	 	AA	 	 	 	30.01	 
94728	20160127	0751	11	BKN040	 	10.00	 	 	 	42	 	5.6	 	36	 	2.0	 	26	 	-3.3	 	 53	 	10	 	290	 	 	 	29.87	 	 	 	 	 	30.02	 	AA	 	 	 	30.04	 
94728	20160127	0851	11	BKN041	 	10.00	 	 	 	41	 	5.0	 	35	 	1.5	 	25	 	-3.9	 	 53	 	 5	 	 	 	 	 	29.90	 	 	 	 	 	30.04	 	AA	 	 	 	30.07	 
94728	20160127	0951	11	BKN042	 	10.00	 	 	 	40	 	4.4	 	33	 	0.7	 	22	 	-5.6	 	 49	 	10	 	310	 	20	 	29.91	 	 	 	 	 	30.05	 	AA	 	 	 	30.08	 
94728	20160127	1051	11	CLR	 	10.00	 	 	 	41	 	5.0	 	33	 	0.6	 	19	 	-7.2	 	 41	 	11	 	290	 	18	 	29.91	 	 	 	 	 	30.06	 	AA	 	 	 	30.08	 
94728	20160127	1151	11	CLR	 	10.00	 	 	 	43	 	6.1	 	35	 	1.4	 	20	 	-6.7	 	 40	 	 9	 	280	 	 	 	29.90	 	 	 	 	 	30.04	 	AA	 	 	 	30.07	 
94728	20160127	1251	11	CLR	 	10.00	 	 	 	44	 	6.7	 	34	 	1.2	 	17	 	-8.3	 	 34	 	10	 	310	 	25	 	29.88	 	 	 	 	 	30.03	 	AA	 	 	 	30.05	 
94728	20160127	1351	11	CLR	 	10.00	 	 	 	44	 	6.7	 	34	 	1.2	 	17	 	-8.3	 	 34	 	 9	 	310	 	 	 	29.87	 	 	 	 	 	30.02	 	AA	 	 	 	30.04	 
